OBSID	ID	SCENARIO	CHOICE	GENDER	A20	A2130	A3140	A4150	A5160	A61	RESIDENT	OINT	DINT	ODINT	AVEH3	AVEH2	INCM	INCH	AT1	AT2	AT3	TD1	TD2	TD3	FEE1	FEE2	FEE3	LI	MI	HI
404	52	4	1	0	0	1	0	0	0	0	0	0	1	0	1	0	300	1.875	15	10	5	10	15	10	0	0.8	0.8	1	0	0
405	52	5	1	0	0	1	0	0	0	0	0	0	1	0	1	0	300	1.875	15	10	5	15	10	10	0	0.6	1.5	1	0	0
406	52	6	1	0	0	1	0	0	0	0	0	0	1	0	1	0	300	1.875	15	10	5	10	15	10	0	0.6	1.5	1	0	0
407	52	7	1	0	0	1	0	0	0	0	0	0	1	0	1	0	300	1.875	10	10	5	10	10	10	0	0.8	1.5	1	0	0
408	52	8	1	0	0	1	0	0	0	0	0	0	1	0	1	0	300	1.875	10	10	5	15	15	10	0	0.8	1.5	1	0	0
409	53	1	3	0	0	0	0	1	0	0	0	0	1	0	0	0	1800	11.25	10	10	5	10	10	10	0	0.6	0.8	0	1	0
410	53	2	3	0	0	0	0	1	0	0	0	0	1	0	0	0	1800	11.25	10	10	5	15	15	10	0	0.6	0.8	0	1	0
411	53	3	3	0	0	0	0	1	0	0	0	0	1	0	0	0	1800	11.25	15	10	5	15	10	10	0	0.8	0.8	0	1	0
412	53	4	3	0	0	0	0	1	0	0	0	0	1	0	0	0	1800	11.25	15	10	5	10	15	10	0	0.8	0.8	0	1	0
413	53	5	3	0	0	0	0	1	0	0	0	0	1	0	0	0	1800	11.25	15	10	5	15	10	10	0	0.6	1.5	0	1	0
414	53	6	3	0	0	0	0	1	0	0	0	0	1	0	0	0	1800	11.25	15	10	5	10	15	10	0	0.6	1.5	0	1	0
415	53	7	3	0	0	0	0	1	0	0	0	0	1	0	0	0	1800	11.25	10	10	5	10	10	10	0	0.8	1.5	0	1	0
416	53	8	3	0	0	0	0	1	0	0	0	0	1	0	0	0	1800	11.25	10	10	5	15	15	10	0	0.8	1.5	0	1	0
417	54	1	3	0	0	0	1	0	0	0	1	1	1	1	1	1	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
418	54	2	3	0	0	0	1	0	0	0	1	1	1	1	1	1	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
419	54	3	3	0	0	0	1	0	0	0	1	1	1	1	1	1	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
420	54	4	3	0	0	0	1	0	0	0	1	1	1	1	1	1	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
421	54	5	1	0	0	0	1	0	0	0	1	1	1	1	1	1	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
422	54	6	1	0	0	0	1	0	0	0	1	1	1	1	1	1	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
423	54	7	1	0	0	0	1	0	0	0	1	1	1	1	1	1	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
424	54	8	1	0	0	0	1	0	0	0	1	1	1	1	1	1	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
425	55	1	3	0	0	1	0	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
426	55	2	3	0	0	1	0	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
427	55	3	3	0	0	1	0	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
428	55	4	3	0	0	1	0	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
429	55	5	2	0	0	1	0	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
430	55	6	2	0	0	1	0	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
431	55	7	1	0	0	1	0	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
432	55	8	1	0	0	1	0	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
433	56	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
434	56	2	1	0	0	0	0	1	0	0	0	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
435	56	3	1	0	0	0	0	1	0	0	0	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
436	56	4	1	0	0	0	0	1	0	0	0	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
437	56	5	1	0	0	0	0	1	0	0	0	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
438	56	6	1	0	0	0	0	1	0	0	0	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
439	56	7	1	0	0	0	0	1	0	0	0	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
440	56	8	1	0	0	0	0	1	0	0	0	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
441	57	1	3	0	0	0	0	1	0	0	0	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
442	57	2	3	0	0	0	0	1	0	0	0	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
443	57	3	3	0	0	0	0	1	0	0	0	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
444	57	4	3	0	0	0	0	1	0	0	0	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
445	57	5	1	0	0	0	0	1	0	0	0	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
446	57	6	1	0	0	0	0	1	0	0	0	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
447	57	7	1	0	0	0	0	1	0	0	0	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
448	57	8	1	0	0	0	0	1	0	0	0	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
449	58	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
450	58	2	1	1	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
451	58	3	1	1	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
452	58	4	1	1	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
453	58	5	1	1	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
454	58	6	1	1	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
455	58	7	1	1	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
456	58	8	1	1	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
457	59	1	3	0	0	0	0	0	1	0	1	1	1	1	1	1	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
458	59	2	3	0	0	0	0	0	1	0	1	1	1	1	1	1	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
459	59	3	3	0	0	0	0	0	1	0	1	1	1	1	1	1	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
460	59	4	3	0	0	0	0	0	1	0	1	1	1	1	1	1	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
461	59	5	2	0	0	0	0	0	1	0	1	1	1	1	1	1	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
462	59	6	2	0	0	0	0	0	1	0	1	1	1	1	1	1	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
463	59	7	1	0	0	0	0	0	1	0	1	1	1	1	1	1	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
464	59	8	1	0	0	0	0	0	1	0	1	1	1	1	1	1	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
465	60	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
466	60	2	1	0	0	1	0	0	0	0	1	1	1	1	1	1	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
467	60	3	1	0	0	1	0	0	0	0	1	1	1	1	1	1	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
468	60	4	1	0	0	1	0	0	0	0	1	1	1	1	1	1	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
469	60	5	1	0	0	1	0	0	0	0	1	1	1	1	1	1	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
470	60	6	1	0	0	1	0	0	0	0	1	1	1	1	1	1	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
471	60	7	1	0	0	1	0	0	0	0	1	1	1	1	1	1	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
472	60	8	1	0	0	1	0	0	0	0	1	1	1	1	1	1	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
473	61	1	3	0	1	0	0	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
474	61	2	3	0	1	0	0	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
475	61	3	3	0	1	0	0	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
476	61	4	3	0	1	0	0	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
477	61	5	1	0	1	0	0	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
478	61	6	1	0	1	0	0	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
479	61	7	1	0	1	0	0	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
480	61	8	1	0	1	0	0	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
481	62	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
482	62	2	1	1	0	1	0	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
483	62	3	1	1	0	1	0	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
484	62	4	1	1	0	1	0	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
485	62	5	1	1	0	1	0	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
486	62	6	1	1	0	1	0	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
487	62	7	1	1	0	1	0	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
488	62	8	1	1	0	1	0	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
489	63	1	1	0	0	1	0	0	0	0	1	0	1	0	1	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
490	63	2	1	0	0	1	0	0	0	0	1	0	1	0	1	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
491	63	3	1	0	0	1	0	0	0	0	1	0	1	0	1	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
492	63	4	1	0	0	1	0	0	0	0	1	0	1	0	1	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
493	63	5	1	0	0	1	0	0	0	0	1	0	1	0	1	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
494	63	6	1	0	0	1	0	0	0	0	1	0	1	0	1	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
495	63	7	1	0	0	1	0	0	0	0	1	0	1	0	1	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
496	63	8	1	0	0	1	0	0	0	0	1	0	1	0	1	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
497	64	1	3	0	0	1	0	0	0	0	0	1	1	1	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
498	64	2	3	0	0	1	0	0	0	0	0	1	1	1	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
499	64	3	3	0	0	1	0	0	0	0	0	1	1	1	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
500	64	4	3	0	0	1	0	0	0	0	0	1	1	1	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
501	64	5	2	0	0	1	0	0	0	0	0	1	1	1	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
502	64	6	2	0	0	1	0	0	0	0	0	1	1	1	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
503	64	7	1	0	0	1	0	0	0	0	0	1	1	1	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
504	64	8	1	0	0	1	0	0	0	0	0	1	1	1	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
505	65	1	3	1	0	1	0	0	0	0	1	1	0	0	0	0	3000	18.75	10	10	5	10	10	10	0	0.6	0.8	0	0	1
506	65	2	3	1	0	1	0	0	0	0	1	1	0	0	0	0	3000	18.75	10	10	5	15	15	10	0	0.6	0.8	0	0	1
507	65	3	3	1	0	1	0	0	0	0	1	1	0	0	0	0	3000	18.75	15	10	5	15	10	10	0	0.8	0.8	0	0	1
508	65	4	3	1	0	1	0	0	0	0	1	1	0	0	0	0	3000	18.75	15	10	5	10	15	10	0	0.8	0.8	0	0	1
509	65	5	1	1	0	1	0	0	0	0	1	1	0	0	0	0	3000	18.75	15	10	5	15	10	10	0	0.6	1.5	0	0	1
510	65	6	1	1	0	1	0	0	0	0	1	1	0	0	0	0	3000	18.75	15	10	5	10	15	10	0	0.6	1.5	0	0	1
511	65	7	1	1	0	1	0	0	0	0	1	1	0	0	0	0	3000	18.75	10	10	5	10	10	10	0	0.8	1.5	0	0	1
512	65	8	1	1	0	1	0	0	0	0	1	1	0	0	0	0	3000	18.75	10	10	5	15	15	10	0	0.8	1.5	0	0	1
513	66	1	3	1	0	0	1	0	0	0	1	1	0	0	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
514	66	2	3	1	0	0	1	0	0	0	1	1	0	0	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
515	66	3	3	1	0	0	1	0	0	0	1	1	0	0	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
516	66	4	3	1	0	0	1	0	0	0	1	1	0	0	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
517	66	5	3	1	0	0	1	0	0	0	1	1	0	0	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
518	66	6	3	1	0	0	1	0	0	0	1	1	0	0	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
519	66	7	3	1	0	0	1	0	0	0	1	1	0	0	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
520	66	8	3	1	0	0	1	0	0	0	1	1	0	0	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
521	67	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1800	11.25	10	10	5	10	10	10	0	0.6	0.8	0	1	0
522	67	2	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1800	11.25	10	10	5	15	15	10	0	0.6	0.8	0	1	0
523	67	3	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1800	11.25	15	10	5	15	10	10	0	0.8	0.8	0	1	0
524	67	4	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1800	11.25	15	10	5	10	15	10	0	0.8	0.8	0	1	0
525	67	5	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1800	11.25	15	10	5	15	10	10	0	0.6	1.5	0	1	0
526	67	6	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1800	11.25	15	10	5	10	15	10	0	0.6	1.5	0	1	0
527	67	7	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1800	11.25	10	10	5	10	10	10	0	0.8	1.5	0	1	0
528	67	8	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1800	11.25	10	10	5	15	15	10	0	0.8	1.5	0	1	0
529	68	1	1	0	0	1	0	0	0	0	0	0	1	0	1	1	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
530	68	2	1	0	0	1	0	0	0	0	0	0	1	0	1	1	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
531	68	3	1	0	0	1	0	0	0	0	0	0	1	0	1	1	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
532	68	4	1	0	0	1	0	0	0	0	0	0	1	0	1	1	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
533	68	5	1	0	0	1	0	0	0	0	0	0	1	0	1	1	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
534	68	6	1	0	0	1	0	0	0	0	0	0	1	0	1	1	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
535	68	7	1	0	0	1	0	0	0	0	0	0	1	0	1	1	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
536	68	8	1	0	0	1	0	0	0	0	0	0	1	0	1	1	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
537	69	1	3	1	0	0	1	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
538	69	2	3	1	0	0	1	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
539	69	3	3	1	0	0	1	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
540	69	4	3	1	0	0	1	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
541	69	5	1	1	0	0	1	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
542	69	6	1	1	0	0	1	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
543	69	7	1	1	0	0	1	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
544	69	8	1	1	0	0	1	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
545	70	1	3	0	0	0	0	1	0	0	0	1	0	0	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
546	70	2	3	0	0	0	0	1	0	0	0	1	0	0	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
547	70	3	3	0	0	0	0	1	0	0	0	1	0	0	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
548	70	4	3	0	0	0	0	1	0	0	0	1	0	0	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
549	70	5	1	0	0	0	0	1	0	0	0	1	0	0	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
550	70	6	1	0	0	0	0	1	0	0	0	1	0	0	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
551	70	7	1	0	0	0	0	1	0	0	0	1	0	0	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
552	70	8	1	0	0	0	0	1	0	0	0	1	0	0	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
553	71	1	3	0	0	0	1	0	0	0	0	1	0	0	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
554	71	2	3	0	0	0	1	0	0	0	0	1	0	0	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
555	71	3	3	0	0	0	1	0	0	0	0	1	0	0	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
556	71	4	3	0	0	0	1	0	0	0	0	1	0	0	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
557	71	5	1	0	0	0	1	0	0	0	0	1	0	0	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
558	71	6	1	0	0	0	1	0	0	0	0	1	0	0	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
559	71	7	1	0	0	0	1	0	0	0	0	1	0	0	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
560	71	8	1	0	0	0	1	0	0	0	0	1	0	0	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
561	72	1	3	1	0	0	0	1	0	0	1	1	0	0	0	0	3000	18.75	10	10	5	10	10	10	0	0.6	0.8	0	0	1
562	72	2	3	1	0	0	0	1	0	0	1	1	0	0	0	0	3000	18.75	10	10	5	15	15	10	0	0.6	0.8	0	0	1
563	72	3	3	1	0	0	0	1	0	0	1	1	0	0	0	0	3000	18.75	15	10	5	15	10	10	0	0.8	0.8	0	0	1
564	72	4	3	1	0	0	0	1	0	0	1	1	0	0	0	0	3000	18.75	15	10	5	10	15	10	0	0.8	0.8	0	0	1
565	72	5	1	1	0	0	0	1	0	0	1	1	0	0	0	0	3000	18.75	15	10	5	15	10	10	0	0.6	1.5	0	0	1
566	72	6	1	1	0	0	0	1	0	0	1	1	0	0	0	0	3000	18.75	15	10	5	10	15	10	0	0.6	1.5	0	0	1
567	72	7	1	1	0	0	0	1	0	0	1	1	0	0	0	0	3000	18.75	10	10	5	10	10	10	0	0.8	1.5	0	0	1
568	72	8	1	1	0	0	0	1	0	0	1	1	0	0	0	0	3000	18.75	10	10	5	15	15	10	0	0.8	1.5	0	0	1
569	73	1	3	0	0	0	1	0	0	0	1	1	1	1	1	1	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
570	73	2	3	0	0	0	1	0	0	0	1	1	1	1	1	1	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
571	73	3	3	0	0	0	1	0	0	0	1	1	1	1	1	1	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
572	73	4	3	0	0	0	1	0	0	0	1	1	1	1	1	1	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
573	73	5	1	0	0	0	1	0	0	0	1	1	1	1	1	1	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
574	73	6	1	0	0	0	1	0	0	0	1	1	1	1	1	1	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
575	73	7	1	0	0	0	1	0	0	0	1	1	1	1	1	1	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
576	73	8	1	0	0	0	1	0	0	0	1	1	1	1	1	1	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
577	74	1	3	0	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
578	74	2	3	0	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
579	74	3	3	0	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
580	74	4	3	0	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
581	74	5	1	0	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
582	74	6	1	0	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
583	74	7	1	0	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
584	74	8	1	0	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
585	75	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	300	1.875	10	10	5	10	10	10	0	0.6	0.8	1	0	0
586	75	2	1	1	0	0	0	1	0	0	0	1	0	0	0	0	300	1.875	10	10	5	15	15	10	0	0.6	0.8	1	0	0
587	75	3	1	1	0	0	0	1	0	0	0	1	0	0	0	0	300	1.875	15	10	5	15	10	10	0	0.8	0.8	1	0	0
588	75	4	1	1	0	0	0	1	0	0	0	1	0	0	0	0	300	1.875	15	10	5	10	15	10	0	0.8	0.8	1	0	0
589	75	5	1	1	0	0	0	1	0	0	0	1	0	0	0	0	300	1.875	15	10	5	15	10	10	0	0.6	1.5	1	0	0
590	75	6	1	1	0	0	0	1	0	0	0	1	0	0	0	0	300	1.875	15	10	5	10	15	10	0	0.6	1.5	1	0	0
591	75	7	1	1	0	0	0	1	0	0	0	1	0	0	0	0	300	1.875	10	10	5	10	10	10	0	0.8	1.5	1	0	0
592	75	8	1	1	0	0	0	1	0	0	0	1	0	0	0	0	300	1.875	10	10	5	15	15	10	0	0.8	1.5	1	0	0
593	76	1	3	0	0	0	0	1	0	0	1	1	1	1	0	0	3000	18.75	10	10	5	10	10	10	0	0.6	0.8	0	0	1
594	76	2	3	0	0	0	0	1	0	0	1	1	1	1	0	0	3000	18.75	10	10	5	15	15	10	0	0.6	0.8	0	0	1
595	76	3	3	0	0	0	0	1	0	0	1	1	1	1	0	0	3000	18.75	15	10	5	15	10	10	0	0.8	0.8	0	0	1
596	76	4	3	0	0	0	0	1	0	0	1	1	1	1	0	0	3000	18.75	15	10	5	10	15	10	0	0.8	0.8	0	0	1
597	76	5	1	0	0	0	0	1	0	0	1	1	1	1	0	0	3000	18.75	15	10	5	15	10	10	0	0.6	1.5	0	0	1
598	76	6	1	0	0	0	0	1	0	0	1	1	1	1	0	0	3000	18.75	15	10	5	10	15	10	0	0.6	1.5	0	0	1
599	76	7	1	0	0	0	0	1	0	0	1	1	1	1	0	0	3000	18.75	10	10	5	10	10	10	0	0.8	1.5	0	0	1
600	76	8	1	0	0	0	0	1	0	0	1	1	1	1	0	0	3000	18.75	10	10	5	15	15	10	0	0.8	1.5	0	0	1
601	77	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	3000	18.75	10	10	5	10	10	10	0	0.6	0.8	0	0	1
602	77	2	1	0	0	0	0	1	0	0	1	0	1	0	0	0	3000	18.75	10	10	5	15	15	10	0	0.6	0.8	0	0	1
603	77	3	1	0	0	0	0	1	0	0	1	0	1	0	0	0	3000	18.75	15	10	5	15	10	10	0	0.8	0.8	0	0	1
604	77	4	1	0	0	0	0	1	0	0	1	0	1	0	0	0	3000	18.75	15	10	5	10	15	10	0	0.8	0.8	0	0	1
605	77	5	1	0	0	0	0	1	0	0	1	0	1	0	0	0	3000	18.75	15	10	5	15	10	10	0	0.6	1.5	0	0	1
606	77	6	1	0	0	0	0	1	0	0	1	0	1	0	0	0	3000	18.75	15	10	5	10	15	10	0	0.6	1.5	0	0	1
