trip_id	household_id	person_n	trip_n	travel_mode	purpose	fueltype	faretype	bus_scale	survey_year	travel_year	travel_month	travel_date	day_of_week	start_time	age	female	driving_license	car_ownership	distance	dur_walking	dur_cycling	dur_pt_access	dur_pt_rail	dur_pt_bus	dur_pt_int	pt_interchanges	dur_driving	cost_transit	cost_driving_fuel	cost_driving_ccharge	driving_traffic_percent
33938	7281	2	4	4	3	2	1	1.0	2	2013	6	22	6	23.0	22	0	1	1	5285	1.2097222220000001	0.396111111	0.1525	0.05	0.283333333	0.133333333	1	0.311388889	3.4	0.75	0.0	0.485281
33939	7281	2	5	3	3	2	1	1.0	2	2013	6	22	6	2.916666667	22	0	1	1	5285	1.211944444	0.381944444	0.255555556	0.0	0.2275	0.0	0	0.247222222	1.5	0.72	0.0	0.325843
33940	7282	0	0	3	3	6	5	0.0	2	2013	6	22	6	9.5	81	1	0	0	7124	1.651666667	0.528611111	0.11555555599999999	0.0	0.7175	0.0	0	0.405277778	0.0	1.13	0.0	0.187114
33941	7282	0	1	3	3	6	5	0.0	2	2013	6	22	6	11.75	81	1	0	0	7124	1.666944444	0.498055556	0.12222222199999999	0.0	0.714166667	0.0	0	0.45777777799999997	0.0	1.22	0.0	0.310073
33942	7283	0	0	3	3	6	1	1.0	2	2013	6	22	6	11.0	35	1	0	0	1810	0.396111111	0.0925	0.08916666699999999	0.0	0.124722222	0.0	0	0.161944444	1.5	0.34	0.0	0.284734
33943	7283	0	1	3	3	6	1	1.0	2	2013	6	22	6	12.0	35	1	0	0	1810	0.45388888899999996	0.16527777800000001	0.10666666699999999	0.0	0.140555556	0.0	0	0.17861111100000002	1.5	0.35	0.0	0.303266
33944	7283	0	2	3	3	6	1	1.0	2	2013	6	22	6	13.0	35	1	0	0	5111	1.152222222	0.43027777799999994	0.190277778	0.0	0.4225	0.0	0	0.341388889	1.5	0.85	0.0	0.431245
33945	7283	0	3	1	5	6	1	1.0	2	2013	6	22	6	13.66666667	35	1	0	0	210	0.051111110999999994	0.021111111000000002	0.035555556	0.0	0.029166667	0.0	0	0.039166667	1.5	0.05	0.0	0.48226899999999995
33946	7283	0	4	1	5	6	1	1.0	2	2013	6	22	6	14.5	35	1	0	0	939	0.23055555600000002	0.056666667000000004	0.066944444	0.0	0.064722222	0.0	0	0.075555556	1.5	0.18	0.0	0.375
33947	7283	1	0	3	3	6	3	0.0	2	2013	6	22	6	11.0	11	0	0	0	1810	0.396111111	0.0925	0.08916666699999999	0.0	0.124722222	0.0	0	0.161944444	0.0	0.34	0.0	0.284734
33948	7283	1	1	3	3	6	3	0.0	2	2013	6	22	6	12.0	11	0	0	0	1810	0.45388888899999996	0.16527777800000001	0.10666666699999999	0.0	0.140555556	0.0	0	0.17861111100000002	0.0	0.35	0.0	0.303266
33949	7283	1	2	3	3	6	3	0.0	2	2013	6	22	6	13.0	11	0	0	0	5111	1.152222222	0.43027777799999994	0.190277778	0.0	0.4225	0.0	0	0.341388889	0.0	0.85	0.0	0.431245
33950	7283	1	3	1	5	6	3	0.0	2	2013	6	22	6	13.66666667	11	0	0	0	210	0.051111110999999994	0.021111111000000002	0.035555556	0.0	0.029166667	0.0	0	0.039166667	0.0	0.05	0.0	0.48226899999999995
33951	7283	1	4	1	5	6	3	0.0	2	2013	6	22	6	14.5	11	0	0	0	939	0.23055555600000002	0.056666667000000004	0.066944444	0.0	0.064722222	0.0	0	0.075555556	0.0	0.18	0.0	0.375
33952	7283	2	0	3	3	6	5	0.0	2	2013	6	22	6	11.0	5	0	0	0	1810	0.396111111	0.0925	0.08916666699999999	0.0	0.124722222	0.0	0	0.161944444	0.0	0.34	0.0	0.284734
33953	7283	2	1	3	3	6	5	0.0	2	2013	6	22	6	12.0	5	0	0	0	1810	0.45388888899999996	0.16527777800000001	0.10666666699999999	0.0	0.140555556	0.0	0	0.17861111100000002	0.0	0.35	0.0	0.303266
33954	7283	2	2	3	3	6	5	0.0	2	2013	6	22	6	13.0	5	0	0	0	5111	1.152222222	0.43027777799999994	0.190277778	0.0	0.4225	0.0	0	0.341388889	0.0	0.85	0.0	0.431245
33955	7283	2	3	1	5	6	5	0.0	2	2013	6	22	6	13.66666667	5	0	0	0	210	0.051111110999999994	0.021111111000000002	0.035555556	0.0	0.029166667	0.0	0	0.039166667	0.0	0.05	0.0	0.48226899999999995
33956	7283	2	4	1	5	6	5	0.0	2	2013	6	22	6	14.5	5	0	0	0	939	0.23055555600000002	0.056666667000000004	0.066944444	0.0	0.064722222	0.0	0	0.075555556	0.0	0.18	0.0	0.375
33957	7284	0	0	4	3	1	1	1.0	2	2013	6	22	6	10.0	28	0	1	1	1485	0.638888889	0.17694444399999998	0.12583333300000002	0.0	0.200833333	0.0	0	0.140833333	1.5	0.45	0.0	0.151874
33958	7284	0	1	4	5	1	1	1.0	2	2013	6	22	6	10.66666667	28	0	1	1	8456	2.127222222	0.625555556	0.139166667	0.0	0.599722222	0.0	0	0.35444444399999997	1.5	1.27	0.0	0.277429
33959	7284	0	2	4	3	1	1	1.0	2	2013	6	22	6	21.5	28	0	1	1	9420	2.604722222	0.652222222	0.138055556	0.0	0.603611111	0.18833333300000002	1	0.371666667	3.0	1.43	0.0	0.234679
33960	7285	0	0	1	3	6	1	1.0	2	2013	6	22	6	8.5	40	0	1	0	1688	0.544166667	0.163611111	0.206388889	0.0	0.133333333	0.0	0	0.142777778	1.5	0.46	0.0	0.151751
33961	7285	0	1	1	3	6	1	1.0	2	2013	6	22	6	10.0	40	0	1	0	1688	0.545555556	0.18388888899999997	0.20472222199999998	0.0	0.1125	0.0	0	0.15666666699999998	1.5	0.47	0.0	0.12234
33962	7285	0	2	3	3	6	1	1.0	2	2013	6	22	6	17.0	40	0	1	0	5133	1.4180555559999999	0.3925	0.1175	0.0	0.8444444440000001	0.0	0	0.251388889	1.5	0.83	0.0	0.40442
33963	7285	0	3	3	3	6	1	1.0	2	2013	6	22	6	20.5	40	0	1	0	5133	1.406388889	0.39777777799999997	0.11972222199999999	0.0	0.49277777799999994	0.11666666699999999	1	0.234166667	3.0	0.87	0.0	0.271649
33964	7285	1	0	3	3	6	1	1.0	2	2013	6	22	6	9.0	36	1	0	0	3370	0.8008333329999999	0.268333333	0.124166667	0.0	0.288888889	0.0	0	0.259444444	1.5	0.65	0.0	0.14454
33965	7285	1	1	3	3	6	1	1.0	2	2013	6	22	6	12.0	36	1	0	0	3370	0.7905555559999999	0.243055556	0.145	0.0	0.36972222200000004	0.0	0	0.27972222199999996	1.5	0.62	0.0	0.271102
33966	7285	1	2	3	3	6	1	1.0	2	2013	6	22	6	18.5	36	1	0	0	5133	1.4180555559999999	0.3925	0.111666667	0.0	0.566944444	0.110833333	1	0.253055556	3.0	0.84	0.0	0.5225029999999999
33967	7285	1	3	3	3	6	1	1.0	2	2013	6	22	6	20.5	36	1	0	0	5133	1.406388889	0.39777777799999997	0.11972222199999999	0.0	0.49277777799999994	0.11666666699999999	1	0.234166667	3.0	0.87	0.0	0.271649
33968	7285	2	0	3	3	6	3	0.0	2	2013	6	22	6	11.0	13	1	0	0	1688	0.544166667	0.163611111	0.206388889	0.0	0.18333333300000001	0.0	0	0.155277778	0.0	0.47	0.0	0.237925
33969	7285	2	1	3	3	6	3	0.0	2	2013	6	22	6	13.5	13	1	0	0	1688	0.545555556	0.18388888899999997	0.20472222199999998	0.0	0.1375	0.0	0	0.162777778	0.0	0.47	0.0	0.215017
33970	7285	2	2	3	3	6	3	0.0	2	2013	6	22	6	18.5	13	1	0	0	5133	1.4180555559999999	0.3925	0.111666667	0.0	0.566944444	0.110833333	1	0.253055556	0.0	0.84	0.0	0.5225029999999999
33971	7285	2	3	3	3	6	3	0.0	2	2013	6	22	6	20.5	13	1	0	0	5133	1.406388889	0.39777777799999997	0.11972222199999999	0.0	0.49277777799999994	0.11666666699999999	1	0.234166667	0.0	0.87	0.0	0.271649
33972	7285	3	0	3	3	6	5	0.0	2	2013	6	22	6	18.5	8	0	0	0	5133	1.4180555559999999	0.3925	0.111666667	0.0	0.566944444	0.110833333	1	0.253055556	0.0	0.84	0.0	0.5225029999999999
33973	7285	3	1	3	3	6	5	0.0	2	2013	6	22	6	20.5	8	0	0	0	5133	1.406388889	0.39777777799999997	0.11972222199999999	0.0	0.49277777799999994	0.11666666699999999	1	0.234166667	0.0	0.87	0.0	0.271649
33974	7286	0	2	1	3	1	1	1.0	2	2013	6	22	6	12.75	35	1	1	1	597	0.163055556	0.044722222	0.105833333	0.0	0.026944443999999998	0.0	0	0.076111111	1.5	0.17	0.0	0.412409
33975	7286	0	3	4	3	1	1	1.0	2	2013	6	22	6	20.0	35	1	1	1	1344	0.34055555600000004	0.10166666699999999	0.030833332999999997	0.0	0.121111111	0.0	0	0.076388889	1.5	0.23	0.0	0.665455
33976	7286	0	4	4	3	1	1	1.0	2	2013	6	22	6	22.0	35	1	1	1	1344	0.343611111	0.110277778	0.019166667	0.0	0.08694444400000001	0.0	0	0.10361111099999999	1.5	0.26	0.0	0.268097
33977	7286	1	0	4	3	1	1	1.0	2	2013	6	22	6	9.75	36	0	1	1	2996	0.7825	0.226111111	0.121388889	0.066666667	0.07777777799999999	0.121111111	1	0.24888888899999997	3.0	0.74	0.0	0.34821399999999997
33978	7286	1	1	4	3	1	1	1.0	2	2013	6	22	6	14.0	36	0	1	1	2996	0.7697222220000001	0.226666667	0.113611111	0.066666667	0.060277778	0.15	1	0.251388889	3.0	0.69	0.0	0.45414399999999994
33979	7286	1	2	4	3	1	1	1.0	2	2013	6	22	6	20.0	36	0	1	1	1344	0.34055555600000004	0.10166666699999999	0.030833332999999997	0.0	0.121111111	0.0	0	0.076388889	1.5	0.23	0.0	0.665455
33980	7286	1	3	4	3	1	1	1.0	2	2013	6	22	6	22.0	36	0	1	1	1344	0.343611111	0.110277778	0.019166667	0.0	0.08694444400000001	0.0	0	0.10361111099999999	1.5	0.26	0.0	0.268097
33981	7287	1	0	4	3	1	1	1.0	2	2013	6	22	6	10.0	39	1	1	1	1066	0.278611111	0.09527777800000001	0.0825	0.0	0.106944444	0.0	0	0.08388888900000001	1.5	0.24	0.0	0.135762
33982	7287	1	1	4	3	1	1	1.0	2	2013	6	22	6	11.33333333	39	1	1	1	1066	0.303888889	0.09916666699999999	0.08527777800000001	0.0	0.08833333300000001	0.0	0	0.081666667	1.5	0.24	0.0	0.136054
33983	7287	1	4	3	3	1	1	1.0	2	2013	6	22	6	21.0	39	1	1	1	1795	0.449166667	0.146944444	0.083055556	0.0	0.15	0.0	0	0.124444444	1.5	0.38	0.0	0.272321
33984	7287	1	5	3	3	1	1	1.0	2	2013	6	22	6	23.0	39	1	1	1	1795	0.47666666700000004	0.156111111	0.079166667	0.0	0.128333333	0.0	0	0.12222222199999999	1.5	0.38	0.0	0.202273
33985	7287	2	0	4	3	1	5	0.0	2	2013	6	22	6	10.0	9	1	0	1	1066	0.278611111	0.09527777800000001	0.0825	0.0	0.106944444	0.0	0	0.08388888900000001	0.0	0.24	0.0	0.135762
33986	7287	2	1	4	3	1	5	0.0	2	2013	6	22	6	11.33333333	9	1	0	1	1066	0.303888889	0.09916666699999999	0.08527777800000001	0.0	0.08833333300000001	0.0	0	0.081666667	0.0	0.24	0.0	0.136054
33987	7288	0	0	1	3	6	1	1.0	2	2013	6	23	7	13.0	37	1	1	0	1730	0.456111111	0.149722222	0.23305555600000002	0.033333333	0.0	0.0	0	0.11805555599999999	1.5	0.3	0.0	0.2
33988	7288	0	1	1	3	6	1	1.0	2	2013	6	23	7	13.5	37	1	1	0	1730	0.43722222200000005	0.106388889	0.112222222	0.0	0.145	0.0	0	0.10416666699999999	1.5	0.29	0.0	0.186667
33989	7288	1	0	3	4	6	1	1.0	2	2013	6	23	7	7.0	34	0	1	0	10544	2.4077777780000003	0.668611111	0.263055556	0.0	0.525277778	0.0	0	0.35083333299999997	1.5	1.33	0.0	0.342835
33990	7288	1	1	3	4	6	1	1.0	2	2013	6	23	7	23.16666667	34	0	1	0	10544	2.423888889	0.703888889	0.210833333	0.11666666699999999	0.355833333	0.133333333	1	0.40805555600000004	3.0	1.38	0.0	0.514636
33991	7289	1	0	3	4	6	1	1.0	2	2013	6	23	7	6.5	28	0	0	0	11640	2.903611111	0.867777778	0.11527777800000001	0.0	1.018611111	0.091111111	1	0.544166667	3.0	1.94	0.0	0.258295
33992	7289	1	1	3	4	6	1	1.0	2	2013	6	23	7	18.0	28	0	0	0	11640	2.961111111	0.906666667	0.081111111	0.316666667	0.683333333	0.11666666699999999	1	0.7402777779999999	3.0	2.41	0.0	0.455535
33993	7290	0	0	1	3	1	1	1.0	2	2013	6	23	7	10.0	51	0	1	1	780	0.195277778	0.063055556	0.076388889	0.0	0.018888889	0.0	0	0.063055556	1.5	0.16	0.0	0.061674
33994	7290	0	1	1	3	1	1	1.0	2	2013	6	23	7	11.5	51	0	1	1	780	0.19388888899999998	0.046388889	0.096111111	0.0	0.033333333	0.0	0	0.048888889000000005	1.5	0.14	0.0	0.1875
33995	7290	1	0	4	1	1	1	1.0	2	2013	6	23	7	7.0	49	1	1	1	11086	2.567777778	0.888333333	0.163333333	0.0	0.45	0.0	0	0.233333333	1.5	1.63	0.0	0.139286
33996	7291	0	0	4	3	1	5	0.0	2	2013	6	23	7	10.0	62	0	1	2	14583	3.5122222219999997	1.176111111	0.137222222	0.233333333	0.635555556	0.18333333300000001	2	0.49277777799999994	0.0	2.29	0.0	0.21871500000000002
33997	7291	0	1	4	3	1	5	0.0	2	2013	6	23	7	10.43333333	62	0	1	2	14583	3.558333333	1.3386111109999999	0.15694444400000002	0.2	0.668611111	0.18333333300000001	2	0.456666667	0.0	2.21	0.0	0.257299
33998	7291	0	2	4	3	1	5	0.0	2	2013	6	23	7	10.85	62	0	1	2	3756	0.881388889	0.321111111	0.131111111	0.0	0.25	0.0	0	0.19805555600000002	0.0	0.61	0.0	0.12763
33999	7291	0	3	4	3	1	5	0.0	2	2013	6	23	7	12.83333333	62	0	1	2	3756	0.934444444	0.34555555600000004	0.110555556	0.0	0.233333333	0.0	0	0.226111111	0.0	0.65	0.0	0.18673199999999998
34000	7291	0	4	4	3	1	5	0.0	2	2013	6	23	7	17.0	62	0	1	2	14583	3.5122222219999997	1.176111111	0.137222222	0.41666666700000005	0.333333333	0.3	2	0.590555556	0.0	2.39	0.0	0.348071
34001	7291	0	5	4	3	1	5	0.0	2	2013	6	23	7	17.5	62	0	1	2	14583	3.558333333	1.3386111109999999	0.15694444400000002	0.21666666699999998	0.640277778	0.166666667	2	0.549444444	0.0	2.31	0.0	0.39282100000000003
34002	7291	1	0	4	3	1	5	0.0	2	2013	6	23	7	10.0	60	1	1	2	14583	3.5122222219999997	1.176111111	0.137222222	0.233333333	0.635555556	0.18333333300000001	2	0.49277777799999994	0.0	2.29	0.0	0.21871500000000002
34003	7291	1	1	4	3	1	5	0.0	2	2013	6	23	7	10.43333333	60	1	1	2	14583	3.558333333	1.3386111109999999	0.15694444400000002	0.2	0.668611111	0.18333333300000001	2	0.456666667	0.0	2.21	0.0	0.257299
34004	7291	1	2	4	3	1	5	0.0	2	2013	6	23	7	17.0	60	1	1	2	14583	3.5122222219999997	1.176111111	0.137222222	0.41666666700000005	0.333333333	0.3	2	0.590555556	0.0	2.39	0.0	0.348071
34005	7291	1	3	4	3	1	5	0.0	2	2013	6	23	7	17.5	60	1	1	2	14583	3.558333333	1.3386111109999999	0.15694444400000002	0.21666666699999998	0.640277778	0.166666667	2	0.549444444	0.0	2.31	0.0	0.39282100000000003
34006	7292	1	0	4	3	1	1	1.0	2	2013	6	23	7	9.5	49	1	1	2	3473	0.899166667	0.301388889	0.24361111100000002	0.0	0.2	0.0	0	0.160555556	1.5	0.57	0.0	0.103806
34007	7292	1	1	4	3	1	1	1.0	2	2013	6	23	7	11.33333333	49	1	1	2	3473	0.945	0.32888888899999996	0.230833333	0.0	0.21666666699999998	0.0	0	0.184722222	1.5	0.64	0.0	0.0661654
34008	7293	0	0	3	3	1	5	0.0	2	2013	6	23	7	9.5	70	1	1	1	21000	4.824166667	1.621388889	0.215	0.35	0.683333333	0.25	2	1.046944444	0.0	3.23	0.0	0.478642
34009	7293	0	1	3	5	1	5	0.0	2	2013	6	23	7	11.16666667	70	1	1	1	3276	0.794444444	0.41083333299999997	0.230833333	0.0	0.3275	0.134444444	1	0.278888889	0.0	0.74	0.0	0.359562
34010	7293	0	2	1	5	1	5	0.0	2	2013	6	23	7	14.5	70	1	1	1	1258	0.332777778	0.210277778	0.285	0.016666667	0.0	0.0	0	0.10666666699999999	0.0	0.26	0.0	0.466146
34011	7293	0	3	3	5	1	5	0.0	2	2013	6	23	7	16.5	70	1	1	1	3909	0.932777778	0.304166667	0.10166666699999999	0.0	0.34166666700000003	0.0	0	0.251388889	0.0	0.66	0.0	0.528177
34012	7293	1	0	3	3	1	5	0.0	2	2013	6	23	7	9.5	71	0	1	1	21000	4.824166667	1.621388889	0.215	0.35	0.683333333	0.25	2	1.046944444	0.0	3.23	0.0	0.478642
34013	7293	1	1	3	5	1	5	0.0	2	2013	6	23	7	11.16666667	71	0	1	1	3276	0.794444444	0.41083333299999997	0.230833333	0.0	0.3275	0.134444444	1	0.278888889	0.0	0.74	0.0	0.359562
34014	7293	1	2	1	5	1	5	0.0	2	2013	6	23	7	14.5	71	0	1	1	1258	0.332777778	0.210277778	0.285	0.016666667	0.0	0.0	0	0.10666666699999999	0.0	0.26	0.0	0.466146
34015	7293	1	3	3	5	1	5	0.0	2	2013	6	23	7	16.5	71	0	1	1	3909	0.932777778	0.304166667	0.10166666699999999	0.0	0.34166666700000003	0.0	0	0.251388889	0.0	0.66	0.0	0.528177
34016	7294	0	0	4	3	6	1	1.0	2	2013	6	23	7	16.5	41	1	1	0	5135	1.371111111	0.48861111100000004	0.208333333	0.0	0.5	0.0	0	0.363333333	1.5	1.04	0.0	0.204128
34017	7294	0	1	4	5	6	1	1.0	2	2013	6	23	7	17.33333333	41	1	1	0	2482	0.6275	0.20555555600000003	0.09527777800000001	0.0	0.21666666699999998	0.0	0	0.193611111	1.5	0.49	0.0	0.0889527
34018	7294	0	2	4	3	6	1	1.0	2	2013	6	23	7	22.5	41	1	1	0	5033	1.353888889	0.43027777799999994	0.179166667	0.0	0.37222222200000005	0.15	1	0.274166667	3.0	0.85	0.0	0.119554
34019	7294	1	0	1	3	6	2	0.0	2	2013	6	23	7	16.0	16	0	0	0	421	0.14027777800000002	0.033888889	0.1075	0.0	0.023333332999999998	0.0	0	0.07361111099999999	0.0	0.14	0.0	0.15849100000000002
34020	7294	2	0	4	3	6	2	0.0	2	2013	6	23	7	16.5	17	1	0	0	5033	1.333055556	0.412777778	0.19111111100000003	0.0	0.41944444399999997	0.125	1	0.331111111	0.0	0.94	0.0	0.232383
34021	7294	2	1	4	3	6	2	0.0	2	2013	6	23	7	22.5	17	1	0	0	5033	1.353888889	0.43027777799999994	0.179166667	0.0	0.37222222200000005	0.15	1	0.274166667	0.0	0.85	0.0	0.119554
34022	7294	3	0	4	3	6	4	1.0	2	2013	6	23	7	16.5	18	1	0	0	5033	1.333055556	0.412777778	0.19111111100000003	0.0	0.41944444399999997	0.125	1	0.331111111	3.0	0.94	0.0	0.232383
34023	7294	3	1	4	3	6	4	1.0	2	2013	6	23	7	22.5	18	1	0	0	5033	1.353888889	0.43027777799999994	0.179166667	0.0	0.37222222200000005	0.15	1	0.274166667	3.0	0.85	0.0	0.119554
34024	7295	0	0	1	3	6	1	1.0	2	2013	6	23	7	23.75	28	0	1	0	2005	0.486388889	0.16527777800000001	0.18388888899999997	0.0	0.068055556	0.0	0	0.119444444	1.5	0.34	0.0	0.0976744
34025	7296	0	3	4	3	2	1	1.0	2	2013	6	23	7	13.5	24	1	1	2	8920	2.155555556	0.650833333	0.321666667	0.18333333300000001	0.46333333299999996	0.18333333300000001	2	0.481388889	4.5	1.31	0.0	0.420658
34026	7296	0	4	4	5	2	1	1.0	2	2013	6	23	7	14.75	24	1	1	2	3810	0.9005555559999999	0.32888888899999996	0.323333333	0.0	0.21194444399999998	0.0	0	0.279166667	1.5	0.64	0.0	0.287562
34027	7296	0	5	4	3	2	1	1.0	2	2013	6	23	7	16.66666667	24	1	1	2	6435	1.5225	0.5841666670000001	0.386944444	0.2	0.0	0.0	0	0.294166667	1.5	0.89	0.0	0.414542
34028	7296	1	0	4	3	2	1	1.0	2	2013	6	23	7	12.0	58	0	1	2	7925	2.191944444	0.718888889	0.139166667	0.0	1.176666667	0.0	0	0.446111111	1.5	1.46	0.0	0.392902
34029	7296	1	2	4	3	2	1	1.0	2	2013	6	23	7	15.58333333	58	0	1	2	7925	2.135	0.6	0.096944444	0.0	1.015277778	0.10416666699999999	1	0.547222222	3.0	1.56	0.0	0.471066
34030	7297	0	0	4	3	2	5	0.0	2	2013	6	23	7	13.25	75	1	1	1	2032	0.576944444	0.138333333	0.187777778	0.0	0.20027777800000002	0.08472222199999999	1	0.157777778	0.0	0.5	0.0	0.246479
34031	7297	0	1	4	3	2	5	0.0	2	2013	6	23	7	18.08333333	75	1	1	1	2032	0.5775	0.146944444	0.396111111	0.0	0.039166667	0.0	0	0.11666666699999999	0.0	0.45	0.0	0.147619
34032	7297	0	2	1	3	2	5	0.0	2	2013	6	23	7	19.0	75	1	1	1	378	0.093055556	0.023333332999999998	0.016111111	0.0	0.014444443999999999	0.0	0	0.016944444	0.0	0.05	0.0	0.245902
34033	7297	1	0	4	3	2	5	0.0	2	2013	6	23	7	13.25	75	0	1	1	2032	0.576944444	0.138333333	0.187777778	0.0	0.20027777800000002	0.08472222199999999	1	0.157777778	0.0	0.5	0.0	0.246479
34034	7297	1	1	4	3	2	5	0.0	2	2013	6	23	7	18.08333333	75	0	1	1	2032	0.5775	0.146944444	0.396111111	0.0	0.039166667	0.0	0	0.11666666699999999	0.0	0.45	0.0	0.147619
34035	7298	0	0	3	4	6	1	1.0	2	2013	6	23	7	7.5	30	1	0	0	2896	0.755833333	0.266944444	0.195277778	0.0	0.163888889	0.0	0	0.163611111	1.5	0.48	0.0	0.08488960000000001
34036	7298	0	1	3	5	6	1	1.0	2	2013	6	23	7	16.0	30	1	0	0	1843	0.415277778	0.13	0.183055556	0.0	0.10194444400000001	0.0	0	0.12916666699999999	1.5	0.31	0.0	0.14623699999999998
34037	7298	0	2	4	3	6	1	1.0	2	2013	6	23	7	21.5	30	1	0	0	1848	0.490277778	0.14472222199999998	0.20555555600000003	0.0	0.123333333	0.0	0	0.148055556	1.5	0.37	0.0	0.0168856
34038	7299	0	0	1	3	1	5	0.0	2	2013	6	23	7	12.0	66	1	1	1	1085	0.271666667	0.074166667	0.093888889	0.0	0.068611111	0.0	0	0.046388889	0.0	0.17	0.0	0.275449
34039	7299	0	1	1	3	1	5	0.0	2	2013	6	23	7	12.25	66	1	1	1	1085	0.27	0.131666667	0.109722222	0.0	0.06888888900000001	0.0	0	0.08722222199999999	0.0	0.26	0.0	0.0955414
34040	7300	0	1	4	3	2	1	1.0	2	2013	6	23	7	6.5	55	0	1	2	2518	0.607777778	0.17944444399999998	0.231388889	0.0	0.15833333300000002	0.094722222	1	0.122777778	3.0	0.38	0.0	0.0
34041	7300	0	2	4	3	2	1	1.0	2	2013	6	23	7	12.0	55	0	1	2	1030	0.26888888899999996	0.127222222	0.139444444	0.05	0.0	0.0	0	0.1	1.5	0.23	0.0	0.194444
34042	7300	0	3	4	3	2	1	1.0	2	2013	6	23	7	12.66666667	55	0	1	2	1030	0.27055555600000003	0.114444444	0.1175	0.0	0.090277778	0.0	0	0.098611111	1.5	0.22	0.0	0.22253499999999998
34043	7301	2	0	4	3	1	1	1.0	2	2013	6	23	7	16.0	47	0	1	1	13182	3.2338888889999997	1.005555556	0.132222222	0.666666667	0.166666667	0.25	2	0.707777778	4.3	2.52	0.0	0.432889
34044	7301	2	1	4	3	1	1	1.0	2	2013	6	23	7	21.0	47	0	1	1	977	0.24638888899999997	0.092777778	0.072777778	0.0	0.0625	0.0	0	0.08	1.5	0.2	0.0	0.0763889
34045	7301	2	2	4	3	1	1	1.0	2	2013	6	23	7	23.41666667	47	0	1	1	977	0.244722222	0.0875	0.093333333	0.0	0.041666667000000004	0.0	0	0.07	1.5	0.18	0.0	0.043650800000000003
34046	7302	0	0	4	3	1	1	1.0	2	2013	6	23	7	12.0	29	1	1	2	20036	4.8722222219999995	1.471388889	0.103888889	1.016666667	0.283333333	0.433333333	4	0.9369444440000001	5.8	3.27	0.0	0.509042
34047	7303	1	0	4	2	1	1	1.0	2	2013	6	24	1	8.5	33	1	1	2	1075	0.29583333300000003	0.07777777799999999	0.171388889	0.0	0.066666667	0.0	0	0.07111111099999999	1.5	0.2	0.0	0.0390625
34048	7303	1	1	4	5	1	1	1.0	2	2013	6	24	1	8.583333332999999	33	1	1	2	906	0.23944444399999998	0.075	0.134166667	0.0	0.034166667000000005	0.0	0	0.05888888900000001	1.5	0.17	0.0	0.0141509
34049	7303	1	2	4	1	1	1	1.0	2	2013	6	24	1	16.0	33	1	1	2	1423	0.376944444	0.136944444	0.213333333	0.0	0.065277778	0.0	0	0.110555556	1.5	0.29	0.0	0.21356799999999998
34050	7303	2	0	4	2	2	5	0.0	2	2013	6	24	1	8.5	9	1	0	2	1075	0.29583333300000003	0.07777777799999999	0.171388889	0.0	0.066666667	0.0	0	0.07111111099999999	0.0	0.17	0.0	0.0390625
34051	7303	2	1	4	2	2	5	0.0	2	2013	6	24	1	15.08333333	9	1	0	2	1075	0.29111111100000003	0.072777778	0.17444444399999998	0.0	0.10666666699999999	0.0	0	0.063611111	0.0	0.17	0.0	0.0218341
34052	7303	3	0	4	2	2	5	0.0	2	2013	6	24	1	8.5	8	1	0	2	1075	0.29583333300000003	0.07777777799999999	0.171388889	0.0	0.066666667	0.0	0	0.07111111099999999	0.0	0.17	0.0	0.0390625
34053	7303	3	1	4	2	2	5	0.0	2	2013	6	24	1	15.08333333	8	1	0	2	1075	0.29111111100000003	0.072777778	0.17444444399999998	0.0	0.10666666699999999	0.0	0	0.063611111	0.0	0.17	0.0	0.0218341
34054	7303	4	0	4	2	2	5	0.0	2	2013	6	24	1	8.5	7	0	0	2	1075	0.29583333300000003	0.07777777799999999	0.171388889	0.0	0.066666667	0.0	0	0.07111111099999999	0.0	0.17	0.0	0.0390625
34055	7303	4	1	4	2	2	5	0.0	2	2013	6	24	1	15.08333333	7	0	0	2	1075	0.29111111100000003	0.072777778	0.17444444399999998	0.0	0.10666666699999999	0.0	0	0.063611111	0.0	0.17	0.0	0.0218341
34056	7304	1	0	4	1	2	1	1.0	2	2013	6	24	1	7.75	51	1	1	2	2757	0.769444444	0.24361111100000002	0.11	0.0	0.2425	0.083333333	1	0.156388889	3.0	0.45	0.0	0.463588
34057	7304	1	1	4	1	2	1	1.0	2	2013	6	24	1	15.25	51	1	1	2	2757	0.719722222	0.196944444	0.056666667000000004	0.0	0.2775	0.18333333300000001	1	0.133055556	3.0	0.43	0.0	0.290188
34058	7305	0	1	3	4	6	5	0.0	2	2013	6	24	1	14.75	64	1	0	0	13368	3.0894444439999997	1.001111111	0.079444444	0.26666666699999997	0.433333333	0.18333333300000001	2	0.756388889	0.0	2.03	10.5	0.738891
34059	7306	0	0	4	1	2	1	1.0	2	2013	6	24	1	6.5	50	0	1	1	3690	0.9933333329999999	0.34333333299999996	0.120277778	0.233333333	0.06277777799999999	0.104444444	1	0.209166667	3.2	0.56	0.0	0.176627
34060	7306	0	1	4	4	2	1	1.0	2	2013	6	24	1	11.0	50	0	1	1	16607	3.8880555560000003	1.3275	0.128888889	0.6333333329999999	0.0	0.21666666699999998	2	1.037777778	2.8	2.42	10.5	0.676124
